time_s,sample,action,target_little,target_ring,target_middle,target_index,target_thumb_bend,target_thumb_swing,angle_little,angle_ring,angle_middle,angle_index,angle_thumb_bend,angle_thumb_swing,force_little,force_ring,force_middle,force_index,force_thumb_bend,force_thumb_swing,force_delta_little,force_delta_ring,force_delta_middle,force_delta_index,force_delta_thumb_bend,force_delta_thumb_swing,status_little,status_ring,status_middle,status_index,status_thumb_bend,status_thumb_swing,temp_little,temp_ring,temp_middle,temp_index,temp_thumb_bend,temp_thumb_swing,active_force_count,grasp_continuous_s,grasp_prediction
10.386750,54,auto_close_step_25,1200.0,1335,1445,1445,1300.0,1050.0,1215.0,1438.0,1504.0,1497.0,1314.0,1050.0,149.0,677.0,678.0,671.0,1559.0,540.0,87.0,679.0,699.0,652.0,1549.0,447.0,1.0,3.0,3.0,1.0,3.0,2.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
10.579791,55,auto_close_step_25,1200.0,1300,1420,1420,1300.0,1050.0,1208.0,1438.0,1502.0,1490.0,1314.0,1050.0,151.0,612.0,505.0,852.0,1632.0,527.0,89.0,614.0,526.0,833.0,1622.0,434.0,1.0,3.0,1.0,3.0,3.0,1.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
10.752193,56,auto_close_step_25,1200.0,1300,1420,1420,1300.0,1050.0,1202.0,1438.0,1500.0,1489.0,1314.0,1050.0,150.0,553.0,763.0,717.0,1606.0,529.0,88.0,555.0,784.0,698.0,1596.0,436.0,2.0,3.0,1.0,3.0,3.0,2.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
10.945273,57,auto_close_step_25,1200.0,1265,1395,1395,1300.0,1050.0,1202.0,1438.0,1498.0,1488.0,1314.0,1050.0,151.0,554.0,751.0,649.0,1618.0,530.0,89.0,556.0,772.0,630.0,1608.0,437.0,1.0,1.0,3.0,3.0,3.0,1.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
11.107529,58,auto_close_step_25,1200.0,1265,1395,1395,1300.0,1050.0,1202.0,1431.0,1497.0,1487.0,1314.0,1050.0,144.0,743.0,641.0,590.0,1607.0,549.0,82.0,745.0,662.0,571.0,1597.0,456.0,2.0,1.0,3.0,3.0,3.0,2.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
11.310759,59,auto_close_step_25,1200.0,1230,1370,1370,1300.0,1050.0,1202.0,1426.0,1496.0,1486.0,1314.0,1051.0,144.0,828.0,561.0,537.0,1634.0,568.0,82.0,830.0,582.0,518.0,1624.0,475.0,1.0,3.0,1.0,1.0,3.0,1.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
11.472967,60,auto_close_step_25,1200.0,1230,1370,1370,1300.0,1050.0,1202.0,1426.0,1492.0,1480.0,1314.0,1051.0,147.0,699.0,676.0,845.0,1652.0,562.0,85.0,701.0,697.0,826.0,1642.0,469.0,2.0,3.0,1.0,3.0,3.0,2.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
11.666015,61,auto_close_step_25,1200.0,1220.0,1350.0,1350.0,1300.0,1050.0,1202.0,1425.0,1485.0,1476.0,1314.0,1051.0,149.0,606.0,805.0,682.0,1747.0,564.0,87.0,608.0,826.0,663.0,1737.0,471.0,1.0,3.0,3.0,3.0,3.0,1.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
11.828305,62,auto_close_step_25,1200.0,1220.0,1350.0,1350.0,1300.0,1050.0,1202.0,1425.0,1485.0,1475.0,1314.0,1051.0,149.0,617.0,756.0,622.0,1697.0,562.0,87.0,619.0,777.0,603.0,1687.0,469.0,2.0,3.0,3.0,3.0,3.0,2.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,pending
12.000808,63,auto_close_complete,1200.0,1220.0,1350.0,1350.0,1300.0,1050.0,1202.0,1425.0,1485.0,1475.0,1314.0,1051.0,151.0,625.0,729.0,582.0,1668.0,560.0,89.0,627.0,750.0,563.0,1658.0,467.0,2.0,3.0,3.0,3.0,3.0,2.0,48.0,48.0,48.0,48.0,38.0,46.0,5,0.000,checking
